Ordre;Site_gestion_date_Quadrat;Qtte_Plantes;Sp_Plantes;individu;Sp_Pollinisateurs;N_Interactions
1223;Mercator_Tonte_miJuillet;3;Hypochaeris_radicata;991;Lasioglossum_spec.;1
1224;Mercator_Tonte_miJuillet;3;Prunella_vulgaris;;No;0
1225;Mercator_Tonte_miJuillet;3;Trifolium_dubium;;No;0
1226;Mercator_Tonte_miJuillet;1;Trifolium_repens;;No;0
1227;Mercator_Tonte_miJuillet;29;Bellis_perennis;992;Lasioglossum_spec.;5
1228;Mercator_Tonte_miJuillet;3;Crepis_capillaris;992;Lasioglossum_spec.;1
1229;Mercator_Tonte_miJuillet;29;Bellis_perennis;993;Sphecodes_spec.;1
1230;BST_Fauche_miJuillet_Q1;1;Bellis_perennis;;No;0
1231;BST_Fauche_miJuillet_Q1;9;Cichorium_intybus;995;Lasioglossum_spec.;4
1232;BST_Fauche_miJuillet_Q1;12;Jacobaea_vulgaris;994;Apis_mellifera;3
1233;BST_Fauche_miJuillet_Q1;4;Prunella_vulgaris;;No;0
1234;BST_Fauche_miJuillet_Q1;17;Trifolium_repens;996;Apis_mellifera;2
1235;BST_Fauche_miJuillet_Q1;12;Jacobaea_vulgaris;997;Lasioglossum_spec.;1
1236;BST_Fauche_miJuillet_Q1;12;Jacobaea_vulgaris;998;Apis_mellifera;3
1237;BST_Fauche_miJuillet_Q1;12;Jacobaea_vulgaris;999;Lasioglossum_spec.;3
1238;BST_Fauche_miJuillet_Q1;12;Jacobaea_vulgaris;1000;Lasioglossum_spec.;2
1239;BST_Fauche_miJuillet_Q1;12;Jacobaea_vulgaris;1001;Eristalis_nemorum;2
1240;BST_Fauche_miJuillet_Q1;12;Jacobaea_vulgaris;1002;Heriades_truncorum;1
1241;BST_Fauche_miJuillet_Q1;12;Jacobaea_vulgaris;1003;Heriades_truncorum;1
1242;BST_Fauche_miJuillet_Q1;12;Jacobaea_vulgaris;1004;Apis_mellifera;2
1243;BST_Fauche_miJuillet_Q1;17;Trifolium_repens;1006;Bombus_pascuorum;1
1244;BST_Fauche_miJuillet_Q1;17;Trifolium_repens;1007;Apis_mellifera;2
1245;BST_Fauche_miJuillet_Q1;12;Jacobaea_vulgaris;1008;Anthophila_indet.;1
1246;BST_Fauche_miJuillet_Q1;17;Trifolium_repens;1005;Apis_mellifera;2
1247;BST_Fauche_miJuillet_Q2;6;Bellis_perennis;;No;0
1248;BST_Fauche_miJuillet_Q2;5;Hypochaeris_radicata;1012;Episyrphus_balteatus;1
1249;BST_Fauche_miJuillet_Q2;27;Prunella_vulgaris;1009;Platycheirus_albimanus;1
1250;BST_Fauche_miJuillet_Q2;2;Ranunculus_repens;;No;0
1251;BST_Fauche_miJuillet_Q2;33;Trifolium_repens;1010;Bombus_pascuorum;1
1252;BST_Fauche_miJuillet_Q2;33;Trifolium_repens;1011;Apis_mellifera;4
1253;BST_Fauche_miJuillet_Q2;27;Prunella_vulgaris;1013;Platycheirus_albimanus;1
1254;BST_Fauche_miJuillet_Q2;33;Trifolium_repens;1014;Bombus_pratorum;1
1255;BST_Fauche_miJuillet_Q3;8;Bellis_perennis;;No;0
1256;BST_Fauche_miJuillet_Q3;12;Prunella_vulgaris;;No;0
1257;BST_Fauche_miJuillet_Q3;1;Ranunculus_repens;1015;Anthophila_indet.;1
1258;BST_Fauche_miJuillet_Q3;26;Trifolium_repens;1016;Apis_mellifera;3
1259;BST_Fauche_miJuillet_Q3;26;Trifolium_repens;1018;Apis_mellifera;1
1260;BST_Fauche_miJuillet_Q3;26;Trifolium_repens;1017;Apis_mellifera;16
1261;BST_Tonte_miJuillet;25;Bellis_perennis;1024;Sphaerophoria_spec.;3
1262;BST_Tonte_miJuillet;1;Medicago_lupulina;;No;0
1263;BST_Tonte_miJuillet;5;Trifolium_dubium;;No;0
1264;BST_Tonte_miJuillet;56;Trifolium_repens;1019;Apis_mellifera;15
1265;BST_Tonte_miJuillet;56;Trifolium_repens;1020;Bombus_lapidarius;11
1266;BST_Tonte_miJuillet;56;Trifolium_repens;1021;Apis_mellifera;5
1267;BST_Tonte_miJuillet;56;Trifolium_repens;1022;Apis_mellifera;14
1268;BST_Tonte_miJuillet;56;Trifolium_repens;1023;Apis_mellifera;2
1269;BST_Tonte_miJuillet;56;Trifolium_repens;1025;Apis_mellifera;8
1270;BST_Tonte_miJuillet;56;Trifolium_repens;1026;Apis_mellifera;7
1271;BST_Tonte_miJuillet;56;Trifolium_repens;1027;Bombus_lapidarius;1
1272;Sc_Fauche_miJuillet;1;Campanula_rapunculus;;No;0
1273;Sc_Fauche_miJuillet;4;Cirsium_arvense;1028;Apis_mellifera;1
1274;Sc_Fauche_miJuillet;4;Crepis_capillaris;;No;0
1275;Sc_Fauche_miJuillet;3;Hypericum_perforatum;1030;Bombus_terrestris/lucorum/magnus/cryptarum;3
1276;Sc_Fauche_miJuillet;6;Matricaria_chamomilla_Tripleurospermum_maritimum;1032;Syritta_pipiens;1
1277;Sc_Fauche_miJuillet;4;Cirsium_arvense;1029;Lycaena_phlaeas;1
1278;Sc_Fauche_miJuillet;4;Cirsium_arvense;1031;Polyommatus_icarus;1
1279;Sc_Fauche_miJuillet;4;Cirsium_arvense;1033;Apis_mellifera;1
1280;Sc_Fauche_miJuillet;6;Matricaria_chamomilla_Tripleurospermum_maritimum;1034;Anthophila_indet.;2
1281;Sc_Fauche_miJuillet;4;Cirsium_arvense;1035;Polyommatus_icarus;1
1282;Sc_Fauche_miJuillet;6;Matricaria_chamomilla_Tripleurospermum_maritimum;1036;Anthophila_indet.;1
1283;Lavoisier_Fauche_miJuillet;1;Jacobaea_vulgaris;;No;0
1284;Lavoisier_Fauche_miJuillet;8;Prunella_vulgaris;;No;0
1285;Lavoisier_Tonte_miJuillet;5;Bellis_perennis;1038;Sphaerophoria_scripta;1
1286;Lavoisier_Tonte_miJuillet;5;Prunella_vulgaris;;No;0
1287;Lavoisier_Tonte_miJuillet;22;Trifolium_repens;1039;Sphaerophoria_spec.;2
1288;Lavoisier_Tonte_miJuillet;22;Trifolium_repens;1037;Apis_mellifera;12
1289;Lavoisier_Tonte_miJuillet;22;Trifolium_repens;1040;Apis_mellifera;4
1290;Lavoisier_Tonte_miJuillet;22;Trifolium_repens;1041;Bombus_pascuorum;2
1291;Lavoisier_Tonte_miJuillet;22;Trifolium_repens;1042;Bombus_pascuorum;1
1292;Curie_Tonte_miJuillet;1;Trifolium_repens;;No;0
1293;Maxwell_Tonte_miJuillet;5;Prunella_vulgaris;;No;0
1294;Maxwell_Tonte_miJuillet;6;Trifolium_repens;1043;Apis_mellifera;1
1295;AvThSc_Fauche_miJuillet;3;Hypochaeris_radicata;1044;Lasioglossum_spec.;2
1296;AvThSc_Fauche_miJuillet;1;Prunella_vulgaris;;No;0
1297;AvThSc_Fauche_miJuillet;4;Trifolium_repens;1046;Apis_mellifera;1
1298;AvThSc_Fauche_miJuillet;3;Hypochaeris_radicata;1045;Syrphidae_indet.;1
1299;Redime_Fauche_miJuillet_Q1;4;Centaurea_jacea;1051;Apis_mellifera;3
1300;Redime_Fauche_miJuillet_Q1;6;Daucus_carota;1047;Hylaeus_spec.;1
1301;Redime_Fauche_miJuillet_Q1;1;Hypericum_perforatum;;No;0
1302;Redime_Fauche_miJuillet_Q1;16;Lotus_corniculatus;1054;Bombus_lapidarius;6
1303;Redime_Fauche_miJuillet_Q1;15;Origanum_vulgare;1052;Apis_mellifera;4
1304;Redime_Fauche_miJuillet_Q1;20;Trifolium_pratense;1050;Bombus_pascuorum;5
1305;Redime_Fauche_miJuillet_Q1;6;Daucus_carota;1048;Hylaeus_spec.;1
1306;Redime_Fauche_miJuillet_Q1;6;Daucus_carota;1049;Lasioglossum_spec.;1
1307;Redime_Fauche_miJuillet_Q1;4;Centaurea_jacea;1053;Bombus_pratorum;1
1308;Redime_Fauche_miJuillet_Q1;6;Daucus_carota;1063;Sphaerophoria_spec.;1
1309;Redime_Fauche_miJuillet_Q1;6;Daucus_carota;1055;Sphaerophoria_spec.;3
1310;Redime_Fauche_miJuillet_Q1;6;Daucus_carota;1056;Hylaeus_spec.;2
1311;Redime_Fauche_miJuillet_Q1;6;Daucus_carota;1057;Hylaeus_spec.;3
1312;Redime_Fauche_miJuillet_Q1;6;Daucus_carota;1058;Hylaeus_spec.;2
1313;Redime_Fauche_miJuillet_Q1;6;Daucus_carota;1059;Hylaeus_spec.;3
1314;Redime_Fauche_miJuillet_Q1;6;Daucus_carota;1060;Hylaeus_spec.;1
1315;Redime_Fauche_miJuillet_Q1;6;Daucus_carota;1061;Megachile_willughbiella;6
1316;Redime_Fauche_miJuillet_Q1;4;Centaurea_jacea;1062;Apis_mellifera;2
1317;Redime_Fauche_miJuillet_Q2;15;Centaurea_jacea;1064;Apis_mellifera;4
1318;Redime_Fauche_miJuillet_Q2;10;Jacobaea_vulgaris;1065;Heriades_truncorum;2
1319;Redime_Fauche_miJuillet_Q2;3;Lotus_corniculatus;;No;0
1320;Redime_Fauche_miJuillet_Q2;7;Medicago_lupulina;1080;Sphaerophoria_scripta;1
1321;Redime_Fauche_miJuillet_Q2;1;Prunella_vulgaris;;No;0
1322;Redime_Fauche_miJuillet_Q2;1;Trifolium_pratense;;No;0
1323;Redime_Fauche_miJuillet_Q2;10;Jacobaea_vulgaris;1066;Apis_mellifera;2
1324;Redime_Fauche_miJuillet_Q2;15;Centaurea_jacea;1067;Polyommatus_icarus;1
1325;Redime_Fauche_miJuillet_Q2;10;Jacobaea_vulgaris;1068;Heriades_truncorum;1
1326;Redime_Fauche_miJuillet_Q2;15;Centaurea_jacea;1069;Bombus_vestalis/bohemicus;1
1327;Redime_Fauche_miJuillet_Q2;15;Centaurea_jacea;1070;Apis_mellifera;4
1328;Redime_Fauche_miJuillet_Q2;15;Centaurea_jacea;1071;Apis_mellifera;3
1329;Redime_Fauche_miJuillet_Q2;15;Centaurea_jacea;1072;Bombus_lapidarius;1
1330;Redime_Fauche_miJuillet_Q2;15;Centaurea_jacea;1073;Apis_mellifera;2
1331;Redime_Fauche_miJuillet_Q2;10;Jacobaea_vulgaris;1067;Polyommatus_icarus;3
1332;Redime_Fauche_miJuillet_Q2;15;Centaurea_jacea;1074;Bombus_pascuorum;1
1333;Redime_Fauche_miJuillet_Q2;10;Jacobaea_vulgaris;1073;Apis_mellifera;4
1334;Redime_Fauche_miJuillet_Q2;15;Centaurea_jacea;1075;Apis_mellifera;2
1335;Redime_Fauche_miJuillet_Q2;10;Jacobaea_vulgaris;1076;Heriades_truncorum;1
1336;Redime_Fauche_miJuillet_Q2;15;Centaurea_jacea;1077;Apis_mellifera;8
1337;Redime_Fauche_miJuillet_Q2;10;Jacobaea_vulgaris;1078;Heriades_truncorum;1
1338;Redime_Fauche_miJuillet_Q2;15;Centaurea_jacea;1078;Heriades_truncorum;1
1339;Redime_Fauche_miJuillet_Q2;15;Centaurea_jacea;1079;Apis_mellifera;4
1340;Redime_Fauche_miJuillet_Q2;10;Jacobaea_vulgaris;1080;Sphaerophoria_scripta;1
1341;Redime_Fauche_miJuillet_Q2;10;Jacobaea_vulgaris;1081;Heriades_truncorum;2
1342;Redime_Fauche_miJuillet_Q2;15;Centaurea_jacea;1082;Bombus_lapidarius;3
1343;Redime_Fauche_miJuillet_Q3;1;Achillea_millefolium;;No;0
1344;Redime_Fauche_miJuillet_Q3;17;Centaurea_jacea;1083;Bombus_lapidarius;5
1345;Redime_Fauche_miJuillet_Q3;2;Galium_mollugo;;No;0
1346;Redime_Fauche_miJuillet_Q3;17;Hypericum_perforatum;1087;Lasioglossum_spec.;1
1347;Redime_Fauche_miJuillet_Q3;4;Lotus_corniculatus;;No;0
1348;Redime_Fauche_miJuillet_Q3;9;Origanum_vulgare;1084;Apis_mellifera;5
1349;Redime_Fauche_miJuillet_Q3;9;Trifolium_pratense;1090;Bombus_pascuorum;2
1350;Redime_Fauche_miJuillet_Q3;17;Centaurea_jacea;1084;Apis_mellifera;1
1351;Redime_Fauche_miJuillet_Q3;9;Origanum_vulgare;1085;Apis_mellifera;9
1352;Redime_Fauche_miJuillet_Q3;9;Origanum_vulgare;1086;Lasioglossum_spec.;1
1353;Redime_Fauche_miJuillet_Q3;9;Origanum_vulgare;1088;Apis_mellifera;7
1354;Redime_Fauche_miJuillet_Q3;17;Centaurea_jacea;1089;Apis_mellifera;9
1355;Redime_Fauche_miJuillet_Q3;17;Centaurea_jacea;1091;Bombus_lapidarius;5
1356;Redime_Fauche_miJuillet_Q3;4;Lotus_corniculatus;1092;Bombus_lapidarius;1
1357;Redime_Fauche_miJuillet_Q3;9;Origanum_vulgare;1093;Apis_mellifera;3
1358;Redime_Fauche_miJuillet_Q3;9;Origanum_vulgare;1094;Apis_mellifera;2
1359;Redime_Fauche_miJuillet_Q3;17;Centaurea_jacea;1095;Apis_mellifera;1
1360;AvGL_Tonte_miJuillet;1;Prunella_vulgaris;;No;0
1361;AvGL_Fauche_miJuillet;4;Bellis_perennis;;No;0
1362;AvGL_Fauche_miJuillet;2;Hypochaeris_radicata;;No;0
1363;AvGL_Fauche_miJuillet;17;Prunella_vulgaris;1098;Syrphidae_indet.;1
1364;AvGL_Fauche_miJuillet;23;Trifolium_repens;1096;Apis_mellifera;6
1365;AvGL_Fauche_miJuillet;23;Trifolium_repens;1097;Bombus_lapidarius;5
1366;AvGL_Fauche_miJuillet;23;Trifolium_repens;1099;Anthophila_indet.;5
1367;AvGL_Fauche_miJuillet;23;Trifolium_repens;1100;Apis_mellifera;8
1368;AvGL_Fauche_miJuillet;23;Trifolium_repens;1101;Apis_mellifera;3
1369;AvGL_Fauche_miJuillet;23;Trifolium_repens;1102;Anthophila_indet.;3
1370;AvGL_Fauche_miJuillet;23;Trifolium_repens;1103;Apis_mellifera;2
1371;AvGL_Fauche_miJuillet;23;Trifolium_repens;1104;Apis_mellifera;16
1372;AvGL_Fauche_miJuillet;23;Trifolium_repens;1105;Apis_mellifera;9
1373;AvGL_Fauche_miJuillet;23;Trifolium_repens;1106;Bombus_lapidarius;2
1374;AvGL_Fauche_miJuillet;23;Trifolium_repens;1107;Apis_mellifera;2
1375;AvGL_Fauche_miJuillet;23;Trifolium_repens;1108;Apis_mellifera;3
1376;AvGL_Fauche_miJuillet;23;Trifolium_repens;1109;Apis_mellifera;2
1377;AvGL_Fauche_miJuillet;23;Trifolium_repens;1110;Apis_mellifera;4
1378;AvGL_Fauche_miJuillet;23;Trifolium_repens;1111;Apis_mellifera;5
1379;Stevin_Tonte_miJuillet;2;Bellis_perennis;;No;0
1380;Stevin_Tonte_miJuillet;3;Prunella_vulgaris;;No;0
1381;Stevin_Tonte_miJuillet;10;Trifolium_repens;1112;Apis_mellifera;2
1382;Carnoy_Tonte_miJuillet;2;Bellis_perennis;1113;Sphaerophoria_spec.;1
1383;Carnoy_Tonte_miJuillet;1;Crepis_capillaris;;No;0
1384;Carnoy_Tonte_miJuillet;15;Trifolium_repens;;No;0
1385;Carnoy_Fauche_miJuillet_Q1;2;Jacobaea_vulgaris;1115;Eristalis_spec.;1
1386;Carnoy_Fauche_miJuillet_Q1;6;Medicago_lupulina;1114;Bombus_pascuorum;1
1387;Carnoy_Fauche_miJuillet_Q1;180;Medicago_sativa;;No;0
1388;Carnoy_Fauche_miJuillet_Q1;5;Trifolium_pratense;1114;Bombus_pascuorum;1
1389;Carnoy_Fauche_miJuillet_Q1;2;Jacobaea_vulgaris;1116;Bombus_lucorum;1
1390;Carnoy_Fauche_miJuillet_Q1;2;Jacobaea_vulgaris;1117;Sphaerophoria_spec.;1
1391;Carnoy_Fauche_miJuillet_Q2;4;Daucus_carota;1118;Hylaeus_spec.;2
1392;Carnoy_Fauche_miJuillet_Q2;1;Hypochaeris_radicata;;No;0
1393;Carnoy_Fauche_miJuillet_Q2;3;Medicago_sativa;;No;0
1394;Carnoy_Fauche_miJuillet_Q2;1;Rhinanthus_minor;;No;0
1395;Carnoy_Fauche_miJuillet_Q2;7;Trifolium_pratense;1119;Bombus_pascuorum;1
1396;Carnoy_Fauche_miJuillet_Q2;4;Daucus_carota;1120;Eristalis_nemorum;1
1397;Carnoy_Fauche_miJuillet_Q2;4;Daucus_carota;1121;Hylaeus_spec.;2
1398;Carnoy_Fauche_miJuillet_Q2;4;Daucus_carota;1122;Hylaeus_spec.;1
1399;Carnoy_Fauche_miJuillet_Q3;3;Hypericum_perforatum;;No;0
1400;Carnoy_Fauche_miJuillet_Q3;1;Jacobaea_vulgaris;;No;0
1401;Carnoy_Fauche_miJuillet_Q3;1;Knautia_arvensis;;No;0
1402;Carnoy_Fauche_miJuillet_Q3;3;Medicago_lupulina;1135;Syrphidae_indet.;1
1403;Carnoy_Fauche_miJuillet_Q3;35;Origanum_vulgare;1123;Aricia_agestis;1
1404;Carnoy_Fauche_miJuillet_Q3;3;Trifolium_pratense;;No;0
1405;Carnoy_Fauche_miJuillet_Q3;35;Origanum_vulgare;1124;Bombus_vestalis/bohemicus;8
1406;Carnoy_Fauche_miJuillet_Q3;35;Origanum_vulgare;1125;Apis_mellifera;1
1407;Carnoy_Fauche_miJuillet_Q3;35;Origanum_vulgare;1126;Cerceris_spec.;1
1408;Carnoy_Fauche_miJuillet_Q3;35;Origanum_vulgare;1127;Apis_mellifera;2
1409;Carnoy_Fauche_miJuillet_Q3;35;Origanum_vulgare;1128;Apis_mellifera;2
1410;Carnoy_Fauche_miJuillet_Q3;35;Origanum_vulgare;1129;Halictus_scabiosae;5
1411;Carnoy_Fauche_miJuillet_Q3;35;Origanum_vulgare;1130;Maniola_jurtina;3
1412;Carnoy_Fauche_miJuillet_Q3;35;Origanum_vulgare;1131;Apis_mellifera;4
1413;Carnoy_Fauche_miJuillet_Q3;35;Origanum_vulgare;1132;Eristalis_tenax;1
1414;Carnoy_Fauche_miJuillet_Q3;35;Origanum_vulgare;1133;Apis_mellifera;1
1415;Carnoy_Fauche_miJuillet_Q3;35;Origanum_vulgare;1134;Bombus_terrestris/lucorum/magnus/cryptarum;1
1416;Carnoy_Fauche_miJuillet_Q3;35;Origanum_vulgare;1135;Syrphidae_indet.;1
1417;Serres_Fauche_miJuillet_Q1;19;Geranium_pratense;1136;Apis_mellifera;2
1418;Serres_Fauche_miJuillet_Q1;1;Heracleum_sphondylium;;No;0
1419;Serres_Fauche_miJuillet_Q1;3;Origanum_vulgare;1145;Apis_mellifera;1
1420;Serres_Fauche_miJuillet_Q1;1;Rhinanthus_minor;;No;0
1421;Serres_Fauche_miJuillet_Q1;19;Geranium_pratense;1137;Apis_mellifera;2
1422;Serres_Fauche_miJuillet_Q1;19;Geranium_pratense;1138;Lasioglossum_spec.;1
1423;Serres_Fauche_miJuillet_Q1;19;Geranium_pratense;1139;Apis_mellifera;1
1424;Serres_Fauche_miJuillet_Q1;19;Geranium_pratense;1140;Anthophila_indet.;1
1425;Serres_Fauche_miJuillet_Q1;19;Geranium_pratense;1141;Apis_mellifera;3
1426;Serres_Fauche_miJuillet_Q1;19;Geranium_pratense;1142;Apis_mellifera;1
1427;Serres_Fauche_miJuillet_Q1;19;Geranium_pratense;1143;Apis_mellifera;4
1428;Serres_Fauche_miJuillet_Q1;19;Geranium_pratense;1144;Apis_mellifera;7
1429;Serres_Fauche_miJuillet_Q1;19;Geranium_pratense;1145;Apis_mellifera;5
1430;Serres_Fauche_miJuillet_Q1;19;Geranium_pratense;1146;Apis_mellifera;7
1431;Serres_Fauche_miJuillet_Q1;19;Geranium_pratense;1147;Apis_mellifera;5
1432;Serres_Fauche_miJuillet_Q1;19;Geranium_pratense;1148;Apis_mellifera;2
1433;Serres_Fauche_miJuillet_Q1;19;Geranium_pratense;1149;Apis_mellifera;4
1434;Serres_Fauche_miJuillet_Q1;19;Geranium_pratense;1150;Bombus_pascuorum;1
1435;Serres_Fauche_miJuillet_Q1;19;Geranium_pratense;1151;Apis_mellifera;6
1436;Serres_Fauche_miJuillet_Q1;19;Geranium_pratense;1152;Apis_mellifera;7
1437;Serres_Fauche_miJuillet_Q1;19;Geranium_pratense;1153;Apis_mellifera;3
1438;Serres_Fauche_miJuillet_Q1;19;Geranium_pratense;1154;Apis_mellifera;2
1439;Serres_Fauche_miJuillet_Q1;19;Geranium_pratense;1155;Bombus_lapidarius;3
1440;Serres_Fauche_miJuillet_Q2;6;Daucus_carota;1157;Ceratina_cyanea;1
1441;Serres_Fauche_miJuillet_Q2;7;Hypericum_perforatum;1159;Anthophila_indet.;1
1442;Serres_Fauche_miJuillet_Q2;3;Lotus_corniculatus;;No;0
1443;Serres_Fauche_miJuillet_Q2;36;Origanum_vulgare;1156;Apis_mellifera;1
1444;Serres_Fauche_miJuillet_Q2;6;Daucus_carota;1158;Lasioglossum_spec.;1
1445;Serres_Fauche_miJuillet_Q2;36;Origanum_vulgare;1160;Apis_mellifera;2
1446;Serres_Fauche_miJuillet_Q2;36;Origanum_vulgare;1161;Apis_mellifera;6
1447;Serres_Fauche_miJuillet_Q2;36;Origanum_vulgare;1162;Apis_mellifera;5
1448;Serres_Fauche_miJuillet_Q2;36;Origanum_vulgare;1164;Bombus_terrestris/lucorum/magnus/cryptarum;1
1449;Serres_Fauche_miJuillet_Q2;6;Daucus_carota;1163;Eristalis_spec.;1
1450;Serres_Fauche_miJuillet_Q2;6;Daucus_carota;1165;Eristalis_spec.;1
1451;Serres_Fauche_miJuillet_Q2;36;Origanum_vulgare;1166;Apis_mellifera;6
1452;Serres_Fauche_miJuillet_Q2;36;Origanum_vulgare;1170;Apis_mellifera;9
1453;Serres_Fauche_miJuillet_Q2;36;Origanum_vulgare;1168;Apis_mellifera;11
1454;Serres_Fauche_miJuillet_Q2;36;Origanum_vulgare;1169;Apis_mellifera;8
1455;Serres_Fauche_miJuillet_Q2;36;Origanum_vulgare;1171;Bombus_terrestris/lucorum/magnus/cryptarum;3
1456;Serres_Fauche_miJuillet_Q2;36;Origanum_vulgare;1167;Andrena_flavipes;6
1457;Serres_Fauche_miJuillet_Q2;7;Hypericum_perforatum;1167;Andrena_flavipes;1
1458;Serres_Fauche_miJuillet_Q3;2;Daucus_carota;;No;0
1459;Serres_Fauche_miJuillet_Q3;200;Lotus_corniculatus;1177;Megachile_spec.;4
1460;Serres_Fauche_miJuillet_Q3;200;Lotus_corniculatus;1172;Ceratina_cyanea;1
1461;Serres_Fauche_miJuillet_Q3;1;Malva_alcea_._Malva_moschata;;No;0
1462;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1195;Apis_mellifera;5
1463;Serres_Fauche_miJuillet_Q3;1;Plantago_lanceolata;;No;0
1464;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1173;Apis_mellifera;5
1465;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1176;Lasioglossum_spec.;2
1466;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1174;Apis_mellifera;5
1467;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1175;Apis_mellifera;4
1468;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1178;Apis_mellifera;1
1469;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1179;Hylaeus_spec.;1
1470;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1180;Syritta_pipiens;1
1471;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1181;Apis_mellifera;2
1472;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1182;Apis_mellifera;6
1473;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1183;Syritta_pipiens;2
1474;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1184;Apis_mellifera;4
1475;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1185;Ceratina_cyanea;1
1476;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1186;Apis_mellifera;4
1477;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1187;Andrena_flavipes;2
1478;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1188;Apis_mellifera;2
1479;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1189;Syrphidae_indet.;1
1480;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1190;Anthophila_indet.;2
1481;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1191;Hylaeus_spec.;3
1482;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1192;Maniola_jurtina;1
1483;Serres_Fauche_miJuillet_Q3;200;Lotus_corniculatus;1193;Megachile_spec.;1
1484;Serres_Fauche_miJuillet_Q3;19;Origanum_vulgare;1194;Lasioglossum_spec.;2
1485;Kellner_Tonte_miJuillet;2;Bellis_perennis;1196;Anthophila_indet.;1
1486;Kellner_Tonte_miJuillet;1;Trifolium_repens;;No;0
1487;Kellner_Fauche_miJuillet_Q1;2;Daucus_carota;;No;0
1488;Kellner_Fauche_miJuillet_Q1;8;Hypericum_perforatum;1202;Megachile_spec.;1
1489;Kellner_Fauche_miJuillet_Q1;3;Hypochaeris_radicata;;No;0
1490;Kellner_Fauche_miJuillet_Q1;7;Jacobaea_vulgaris;1202;Megachile_spec.;3
1491;Kellner_Fauche_miJuillet_Q1;6;Lotus_corniculatus;1202;Megachile_spec.;1
1492;Kellner_Fauche_miJuillet_Q1;1;Malva_alcea_._Malva_moschata;;No;0
1493;Kellner_Fauche_miJuillet_Q1;20;Origanum_vulgare;1209;Syritta_pipiens;2
1494;Kellner_Fauche_miJuillet_Q1;20;Origanum_vulgare;1197;Apis_mellifera;1
1495;Kellner_Fauche_miJuillet_Q1;20;Origanum_vulgare;1198;Apis_mellifera;5
1496;Kellner_Fauche_miJuillet_Q1;20;Origanum_vulgare;1199;Apis_mellifera;2
1497;Kellner_Fauche_miJuillet_Q1;20;Origanum_vulgare;1200;Apis_mellifera;11
1498;Kellner_Fauche_miJuillet_Q1;20;Origanum_vulgare;1201;Syritta_pipiens;2
1499;Kellner_Fauche_miJuillet_Q1;20;Origanum_vulgare;1203;Apis_mellifera;4
1500;Kellner_Fauche_miJuillet_Q1;8;Hypericum_perforatum;1204;Megachile_spec.;1
1501;Kellner_Fauche_miJuillet_Q1;7;Jacobaea_vulgaris;1204;Megachile_spec.;1
1502;Kellner_Fauche_miJuillet_Q1;20;Origanum_vulgare;1205;Apis_mellifera;1
1503;Kellner_Fauche_miJuillet_Q1;7;Jacobaea_vulgaris;1206;Sphaerophoria_scripta;2
1504;Kellner_Fauche_miJuillet_Q1;20;Origanum_vulgare;1207;Syritta_pipiens;1
1505;Kellner_Fauche_miJuillet_Q1;7;Jacobaea_vulgaris;1210;Megachile_centuncularis;3
1506;Kellner_Fauche_miJuillet_Q1;7;Jacobaea_vulgaris;1208;Sphaerophoria_scripta;1
1507;Kellner_Fauche_miJuillet_Q2;6;Daucus_carota;;No;0
1508;Kellner_Fauche_miJuillet_Q2;50;Lotus_corniculatus;1232;Syrphidae_indet.;1
1509;Kellner_Fauche_miJuillet_Q2;100;Origanum_vulgare;1243;Polyommatus_icarus;1
1510;Kellner_Fauche_miJuillet_Q2;1;Rhinanthus_angustifolius;;No;0
1511;Kellner_Fauche_miJuillet_Q2;100;Origanum_vulgare;1244;Apis_mellifera;2
1512;Kellner_Fauche_miJuillet_Q2;100;Origanum_vulgare;1211;Apis_mellifera;3
1513;Kellner_Fauche_miJuillet_Q2;100;Origanum_vulgare;1212;Apis_mellifera;4
1514;Kellner_Fauche_miJuillet_Q2;100;Origanum_vulgare;1213;Apis_mellifera;3
1515;Kellner_Fauche_miJuillet_Q2;100;Origanum_vulgare;1214;Bombus_terrestris/lucorum/magnus/cryptarum;3
1516;Kellner_Fauche_miJuillet_Q2;100;Origanum_vulgare;1215;Apis_mellifera;4
1517;Kellner_Fauche_miJuillet_Q2;100;Origanum_vulgare;1216;Syritta_pipiens;2
